seconds,FHR,UC,FHR_denoised
0,123.0,1.0,123.0
1,123.0,0.0,123.0
2,123.0,0.0,123.0
3,121.75,0.0,121.75
4,127.25,0.0,127.25
5,127.25,0.0,127.25
6,128.0,0.0,128.0
7,128.0,0.0,128.0
8,130.25,0.0,130.25
9,130.25,0.0,130.25
10,129.75,0.0,129.75
11,132.0,0.5,132.0
12,132.0,1.5,132.0
13,131.25,1.5,131.25
14,131.25,0.5,131.25
15,132.5,0.0,132.5
16,132.5,0.0,132.5
17,130.75,0.0,130.75
18,130.75,0.0,130.75
19,130.75,0.0,130.75
20,131.75,0.0,131.75
21,131.75,0.0,131.75
22,130.0,0.0,130.0
23,130.0,0.0,130.0
24,131.5,0.0,131.5
25,131.5,1.0,131.5
26,130.75,1.5,130.75
27,130.75,0.5,130.75
28,131.75,0.0,131.75
29,132.0,0.0,132.0
30,132.0,0.0,132.0
31,132.0,0.0,132.0
32,132.0,0.0,132.0
33,132.0,0.0,132.0
34,132.0,0.0,132.0
35,132.0,0.0,132.0
36,131.75,0.0,131.75
37,131.75,0.5,131.75
38,131.75,1.5,131.75
39,132.0,1.5,132.0
40,132.0,0.0,132.0
41,132.0,0.0,132.0
42,0.0,0.0,123.00000000000001
43,0.0,0.0,123.00000000000001
44,0.0,0.0,123.00000000000001
45,0.0,0.0,123.00000000000001
46,0.0,0.0,123.00000000000001
47,0.0,0.0,123.00000000000001
48,0.0,0.0,123.00000000000001
49,0.0,0.5,123.00000000000001
50,0.0,1.5,123.00000000000001
51,0.0,2.0,123.00000000000001
52,0.0,1.5,123.00000000000001
53,0.0,0.0,123.00000000000001
54,0.0,0.0,123.00000000000001
55,115.75,0.0,115.75
56,115.75,0.0,115.75
57,115.75,0.0,115.75
58,130.0,0.0,130.0
59,130.0,0.0,130.0
60,126.25,0.0,126.25
61,126.25,0.0,126.25
62,123.75,1.0,123.75
63,123.75,2.5,123.75
64,124.0,3.0,124.0
65,124.0,1.0,124.0
66,121.5,0.0,121.5
67,121.5,0.0,121.5
68,120.75,0.0,120.75
69,120.75,0.0,120.75
70,120.0,0.0,120.0
71,120.0,0.0,120.0
72,119.25,0.0,119.25
73,119.25,0.0,119.25
